courseType,courseName,subject,academyName,city,startDate,endDate,eduCost,regDeadline,courseLanguages,levelGerman,levelEnglish,courseBeginning,typeCourseDate,costPosition,tuitionFees,isElearning,preparationForDegree,prepForSubjectGroups,applicationDeadline,onlinePossible,badgeLabel,financialSupport,structuredResearch,supportInternationalStudents,typeOfElearning,courseLink
1,Aviation Management Bachelor of Arts,Business and Economics,Worms University of Applied Sciences,Worms,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p><strong>Applying for a cooperative study programme with a cooperation partner</strong>:<br />
Prospective students first apply directly to the partner company. Selected candidates then apply to Worms University of Applied Sciences by 15 January or 15 July.</p>

<p><strong>Applying for a degree programme without a cooperation partner</strong>:<br />
Students apply directly to Worms University of Applied Sciences. The application deadline is 15 January or 15 July.</p>

<p><strong>More information about the application process:</strong><br />
<a href=""https://www.hs-worms.de/bewerben/how-to-apply-for-study-programs-in-english/#c31344"">https://www.hs-worms.de/bewerben/how-to-apply-for-study-programs-in-english/#c31344</a></p>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/4335/
1,BA Architecture,Architecture,Berlin International University of Applied Sciences,Berlin,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p><strong>Start in the summer semester </strong>(only for students transferring into a higher semester)<strong>:</strong><br />
1 December until 31 January</p>

<p><strong>Start in the winter semester </strong>(for new and transfer students)<strong>:</strong><br />
1 December until approximately 31 August</p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/5660/
1,BA Business Administration | Human Resource Management & Leadership,Business and Economics,Berlin International University of Applied Sciences,Berlin,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p><strong>Start in the summer semester </strong>(only for students transferring into a higher semester)<strong>:</strong><br />
1 December until 31 January</p>

<p><strong>Start in the winter semester </strong>(for new and transfer students)<strong>:</strong><br />
1 December until approximately 31 August</p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/5460/
1,BA Business Administration | International Management & Marketing,Business and Economics,Berlin International University of Applied Sciences,Berlin,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p><strong>Start in summer semester </strong>(only for students transferring into a higher semester)<strong>:</strong><br />
1 December until 31 January</p>

<p><strong>Start in winter semester </strong>(for new and transfer students)<strong>:</strong><br />
1 December until approximately 31 August</p>",False,,,,['Welcome event | Visa matters | Specialist counselling | Cultural and linguistic preparation | Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4538/
1,BA Data Science & Business,Business and Economics,Berlin International University of Applied Sciences,Berlin,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p><strong>Start in the summer semester </strong>(only for students transferring into a higher semester)<strong>:</strong><br />
1 December until 31 January</p>

<p><strong>Start in the winter semester </strong>(for new and transfer students)<strong>:</strong><br />
1 December until approximately 31 August</p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Visa matters | Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/5461/
1,BA European Cultures and Society (EUCS),"Law, Economics and Social Sciences in general",Europa-Universität Flensburg,Flensburg,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p><strong>Non-EU applicants: </strong>1 December to 15 July (the earlier the application, the earlier the admission)</p>

<p><strong>EU applicants:</strong> 15 May to 15 July</p>

<p>Please always check the website beforehand to see if there are any changes to these deadlines.</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation | Visa matters | Pick-up service | Accompanying programme | Tutors | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/3887/
1,BA German Studies in Cultural Comparison,"German Language and Literature (German, Germanic Languages except English)",Heidelberg University,Heidelberg,[],[],[],[],['German'],,,"Winter semester, Summer semester",,,varied,False,,,,False,,,,['Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4277/
1,BA Graphic Design & Visual Communication,Design,Berlin International University of Applied Sciences,Berlin,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p><strong>Start in the summer semester </strong>(only for students transferring into a higher semester)<strong>:</strong><br />
1 December until 31 January</p>

<p><strong>Start in the winter semester </strong>(for new and transfer students)<strong>:</strong><br />
1 December until approximately 31 August</p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Visa matters | Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4557/
1,BA in International Management,Business and Economics,Technical University of Applied Sciences Würzburg-Schweinfurt (THWS),Würzburg,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>15 July for the following winter semester</p>,False,,,,['Welcome event | Tutors | Accompanying programme | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/4546/
1,BA Indology / South Asian Studies,Other / Non-European Languages and Cultural Studies,University of Tübingen,Tübingen,[],[],[],[],"['German', 'English']",,,Winter semester,,,"1,500",False,,,"<ul>
	<li>Non-EU applicants: 15 July for the following winter semester</li>
	<li>EU applicants: 30 September&nbsp;for the following winter semester</li>
</ul>

<p>Please visit:&nbsp;<a href=""https://uni-tuebingen.de/en/international/study-in-tuebingen/application-for-international-students/#c450257"">https://uni-tuebingen.de/en/international/study-in-tuebingen/application-for-international-students/#c450257</a>.</p>",False,,,,['Buddy programme | Accompanying programme | Specialist counselling | Cultural and linguistic preparation | Visa matters | Help with finding accommodation | Support with registration procedures'],"['1', '9', '10']",/deutschland/studienangebote/international-programmes/en/detail/9050/
1,BA Interior Architecture / Interior Design,Design,Berlin International University of Applied Sciences,Berlin,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p><strong>Start in summer semester </strong>(only for students transferring into a higher semester)<strong>:</strong><br />
1 December until 31 January</p>

<p><strong>Start in winter semester </strong>(for new and transfer students)<strong>:</strong><br />
1 December until approximately 31 August</p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Visa matters | Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4539/
1,BA International Business – Intercultural Studies (IBIS),Business and Economics,Heilbronn University of Applied Sciences,Heilbronn,[],[],[],[],"['German', 'English', 'French', 'Russian', 'Spanish', 'Other teaching language']",,,"Winter semester, Summer semester",,,varied,False,,,"<p>15 July for the winter semester<br />
15 January for the summer semester</p>",True,Partly online,,,['Welcome event | Buddy programme | Specialist counselling'],"['1', '3', '4', '9', '11']",/deutschland/studienangebote/international-programmes/en/detail/3930/
1,BA International Management,Business and Economics,Deggendorf Institute of Technology,Deggendorf,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>15 April to 15 July for October entries (winter semester)</p>,False,,,,['Welcome event | Buddy programme | Tutors | Cultural and linguistic preparation | Accompanying programme | Visa matters | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/3832/
1,BA International Management Studies in the Baltic Sea Region (BMS),Business and Economics,Stralsund University of Applied Sciences,Stralsund,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>Information on current application deadlines can be found <a href=""https://www.hochschule-stralsund.de/en/studying-and-teaching/international/incoming-students-staff/study-at-host/application-procedure-1/""> here</a>.</p>

<p><a href=""https://www.hochschule-stralsund.de/en/studying-and-teaching/international/incoming-students-staff/study-at-host/"">Application procedure</a> for international students</p>",False,,,,['Buddy programme | Specialist counselling | Cultural and linguistic preparation | Welcome event | Accompanying programme'],[],/deutschland/studienangebote/international-programmes/en/detail/6453/
1,BA International Tourism Management / Health & Medical Tourism,Business and Economics,Deggendorf Institute of Technology,Pfarrkirchen,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>15 April &ndash; 15 July for October entries (winter semester)</p>,False,,,,['Welcome event | Buddy programme | Tutors | Cultural and linguistic preparation | Accompanying programme | Visa matters | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/4595/
1,BA Management in International Business,Business and Economics,University of Applied Management Studies,Mannheim,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,"3,540",False,,,"<p>You can apply up to one year in advance.</p>

<p>For non-EU citizens, we recommend applying not later than three months before the beginning of the semester. Due to the visa application process, you might not be able to start your studies in the desired semester.</p>

<p>Please check the website of the German embassy of your country for more information about the visa process.</p>",True,Hybrid,,,['Welcome event | Buddy programme | Specialist counselling'],"['9', '10', '15']",/deutschland/studienangebote/international-programmes/en/detail/6403/
1,BA Social Sciences: Social and Political Change / BA Sozialwissenschaften: Social and Political Change,Social Science,Europa-Universität Flensburg,Flensburg,[],[],[],[],"['German', 'English']",,,Winter semester,,,none,False,,,"<p>Application period 15 May to 15 July</p>

<p>For detailed info, click <a href=""https://www.uni-flensburg.de/studium-lehre/studierendenservice/bewerbung-zulassung-und-immatrikulation/bewerbungsverfahren/bewerbung-bachelor/ba-sozialwissenschaften#c147112"">here</a>.</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Visa matters | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/8928/
1,Bachelor Electrical Engineering/Elektrotechnik (BEng),Electrical Engineering,HTW Dresden - University of Applied Sciences,Dresden,[],[],[],[],"['German', 'English']",,,Winter semester,,,none,False,,,"<p>International applicants: 15 June<br />
German applicants: 15 July</p>",False,,,,['Welcome event | Buddy programme | Accompanying programme | Specialist counselling | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/4762/
1,Bachelor in Business Administration (BSc),Business and Economics,Frankfurt School of Finance & Management,Frankfurt am Main,[],[],[],[],"['German', 'English']",,,Winter semester,,,,False,,,<p>30 June</p>,False,,,,['Welcome event | Buddy programme | Visa matters | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/8905/
1,Bachelor in Business Administration – International Management,Business and Economics,Kühne Logistics University,Hamburg,[],[],[],[],['English'],,,Winter semester,,,"6,390",False,,,"<ul>
	<li>Start of application period: 1 November</li>
	<li>Recommended application deadline, non-EU applicants: 31 March</li>
	<li>Application deadline: 15 July</li>
</ul>

<p>We recommend that you submit your application as early as possible. For fully completed applications received by 15 January, you will be granted a 10% early-bird discount on the overall tuition upon enrolment. To be entitled to receive the discount, you need to fully complete the online application form and submit it together with your transcript of records.</p>

<p>Non-EU applicants please note: The visa process takes up to 12 weeks, starting on the date of acceptance by KLU. Please keep in mind that there are a lot of other organisational matters to deal with when planning your study abroad. We recommend that non-EU applicants apply before 31 March.</p>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/4392/
1,Bachelor in Computational Business Analytics (BSc),Business and Economics,Frankfurt School of Finance & Management,Frankfurt am Main,[],[],[],[],['English'],,,Winter semester,,,"7,700",False,,,<p>30 June</p>,False,,,,['Welcome event | Buddy programme | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/7162/
1,Bachelor in European Economic Studies (BSc EES),Business and Economics,University of Bamberg,Bamberg,[],[],[],[],"['German', 'English']",,,"Winter semester, Summer semester",,,none,False,,,"<p>Please visit: <a href=""https://www.uni-bamberg.de/studium/interesse-internationale/ohne-austauschprogramm-bachelor/"">https://www.uni-bamberg.de/studium/interesse-internationale/ohne-austauschprogramm-bachelor/</a></p>",False,,,,['Buddy programme | Welcome event | Cultural and linguistic preparation | Tutors | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/3635/
1,"Bachelor in Management, Philosophy and Economics (BSc)",Business and Economics,Frankfurt School of Finance & Management,Frankfurt am Main,[],[],[],[],['English'],,,Winter semester,,,"7,700",False,,,<p>30 June</p>,False,,,,['Welcome event | Buddy programme | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/7163/
1,Bachelor of Arts in Animation and Game,Design,Darmstadt University of Applied Sciences,Dieburg,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>15 April for international applicants<br />
1 June for applicants with a German certificate of secondary education</p>",False,,,,['Tutors'],[],/deutschland/studienangebote/international-programmes/en/detail/6120/
1,Bachelor of Arts in Business Management and Psychology (BMP),Business and Economics,Furtwangen University,Villingen-Schwenningen,[],[],[],[],"['German', 'English']",,,Summer semester,,,"1,500",False,,,"<p>1. <strong>Foreign applicants with foreign certificates and stateless applicants</strong> must apply via the Centre for International Students Constance (<a href=""https://www.htwg-konstanz.de/en/academics/center-for-international-students-konstanz/start-page"">Studienkolleg Konstanz</a>). The Centre for International Students Constance decides whether or not an assessment exam (&quot;Feststellungspr&uuml;fung&quot;) or a German exam (DSH) is required, or whether authorisation to study can be given immediately. The application deadline for the upcoming summer semester is <strong>1 November.</strong></p>

<p>2. <strong>International applicants who hold German university entrance qualifications and applicants from EU countries, Iceland, Liechtenstein and Norway</strong> are subject to the same application requirements as German citizens. All applicants must register at <a href=""https://dosv.hochschulstart.de/bewerber"">hochschulstart.de</a> and complete the online application process by<strong> 15 January</strong> for the upcoming summer semester.</p>

<p>For details, please check our <a href=""https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Info_intl_applicants.pdf"">Information for International Applicants</a>.</p>",False,,,,['Buddy programme | Tutors | Cultural and linguistic preparation | Welcome event | Accompanying programme | Specialist counselling | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/4828/
1,Bachelor of Arts in English Literature and Culture,"English Studies, American Studies",Johannes Gutenberg University Mainz,Mainz,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p><strong>Regular deadlines</strong></p>

<p>1 September for the following winter semester<br />
1 March for the following summer semester</p>

<p><strong>If you combine a two-subject Bachelor&#39;s whose admission is open with one whose is restricted, the deadlines are:</strong></p>

<p>15&nbsp;July for the following winter semester<br />
15 January for the following summer semester</p>",False,,,,['Buddy programme | Specialist counselling | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/9023/
1,Bachelor of Arts in European Studies / Bachelor of Arts in European Studies (Major),Languages and Cultural Studies in general,University of Passau,Passau,[],[],[],[],"['German', 'English', 'French', 'Italian', 'Russian', 'Spanish', 'Other teaching language']",,,"Winter semester, Summer semester",,,none,False,,,"<p>The application round for the April intake starts in mid-November of the previous year. For the October intake, the application round starts in early April. As the application deadlines can change on short notice, we ask that you check <a href=""http://www.uni-passau.de/en/apply/?pk_campaign=DAADIPG"">our application pages</a> closer to the time for the specific dates (and what documents you need to submit).</p>",False,,,,['Buddy programme | Accompanying programme | Cultural and linguistic preparation | Welcome event | Tutors | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/3642/
1,Bachelor of Arts in Fashion & Design Management,Design,Hochschule Fresenius - University of Applied Sciences,Berlin,[],[],[],[],['English'],,,Winter semester,,,"4,500",False,,,,False,,,,['Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/7710/
1,Bachelor of Arts in Fashion Design,Design,Hochschule Fresenius - University of Applied Sciences,Berlin,[],[],[],[],['English'],,,Winter semester,,,"4,500",False,,,,False,,,,['Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/5617/
1,Bachelor of Arts in Global Economics and Management,Business and Economics,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website: <a href=""https://constructor.university/programs/undergraduate-education/global-economics-management"">https://constructor.university/programs/undergraduate-education/global-economics-management</a></p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/4128/
1,"Bachelor of Arts in Global Sustainability: Climate, Justice, Transformation",Business and Economics,Witten/Herdecke University,Witten,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,,False,,,"<p>15 February (summer semester)<br />
15 August (winter semester)</p>",False,,,,['Welcome event | Tutors | Visa matters'],['9'],/deutschland/studienangebote/international-programmes/en/detail/9076/
1,Bachelor of Arts in Governance and Public Policy,Political Science,University of Passau,Passau,[],[],[],[],['German'],,,Winter semester,,,none,False,,,"<p>The application round starts in early April. As the application deadlines can change on short notice, we ask that you check <a href=""http://www.uni-passau.de/en/apply/?pk_campaign=DAADIPG"">our application pages</a> closer to the time for the specific dates (and what documents you need to submit).</p>",False,,,,['Welcome event | Buddy programme | Tutors | Accompanying programme | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/6285/
1,"Bachelor of Arts in International Business (Internationale Betriebswirtschaft, IBW)",Business and Economics,Furtwangen University,Villingen-Schwenningen,[],[],[],[],"['German', 'English', 'Chinese', 'French', 'Spanish']",,,"Winter semester, Summer semester",,,"1,500",False,,,"<p><strong>1. Foreign applicants with foreign certificates and stateless applicants </strong>must apply via the Centre for International Students Constance (<a href=""https://www.htwg-konstanz.de/en/academics/center-for-international-students-konstanz/start-page/"">Studienkolleg Konstanz</a>). The Centre for International Students Constance decides whether or not an assessment exam (&quot;Feststellungspr&uuml;fung&quot;) or a German exam (DSH) is required, or whether authorisation to study can be given immediately. The application deadline is</p>

<ul>
	<li><strong>1 May&nbsp;</strong>for the upcoming winter semester</li>
	<li><strong>1 November&nbsp;</strong>for the upcoming summer semester</li>
</ul>

<p><strong>2. International applicants who hold German university entrance qualifications and applicants from EU countries, Iceland, Liechtenstein and Norway</strong> are subject to the same application requirements as German citizens. All applicants must register at <a href=""http://hochschulstart.de"">hochschulstart.de</a> and complete the online application process by</p>

<ul>
	<li><strong>15 July</strong> for the upcoming winter semester</li>
	<li><strong>15 January</strong> for upcoming summer semester</li>
</ul>

<p>For details, please check our <a href=""https://www.hs-furtwangen.de/fileadmin/Redaktion/Share/Formulare/Info_intl_applicants.pdf"">information for international applicants</a>.</p>",False,,,,['Welcome event | Buddy programme | Tutors | Accompanying programme | Specialist counselling | Cultural and linguistic preparation | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/5274/
1,Bachelor of Arts in International Business Administration,Business and Economics,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website: <a href=""https://constructor.university/programs/undergraduate-education/international-business-administration"">https://constructor.university/programs/undergraduate-education/international-business-administration</a></p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/4631/
1,Bachelor of Arts in International Business Management (IBM),Business and Economics,Furtwangen University,Villingen-Schwenningen,[],[],[],[],['English'],,,Winter semester,,,"1,500",False,,,"<p><strong>For international</strong> (non-EU) applicants (with school leaving certificates from countries outside the EU), the <strong>application deadline is 15 June</strong>&nbsp;(for the winter semester starting in the same year).</p>

<p><strong>All German and EU applicants</strong> must register at <a href=""https://dosv.hochschulstart.de/bewerber"">hochschulstart.de</a>. After that, you will be passed to the online portal of Hochschule Furtwangen in order to&nbsp;complete the online application process there.</p>

<p>Deadline:&nbsp;<strong>15 July</strong> for the upcoming winter semester (semester starting in the same year)</p>

<p>EU applicants with foreign certificates and stateless applicants must apply through the Centre for International Students Constance (<a href=""https://www.htwg-konstanz.de/en/academics/center-for-international-students-konstanz/start-page"">Studienkolleg Konstanz, ASK</a>). The ASK decides whether or not an assessment exam (&quot;Feststellungspr&uuml;fung&quot;) is required or whether authorisation to study can be given immediately.</p>",False,,,,['Welcome event'],[],/deutschland/studienangebote/international-programmes/en/detail/3675/
1,Bachelor of Arts in International Cultural and Business Studies,Languages and Cultural Studies in general,University of Passau,Passau,[],[],[],[],"['German', 'English', 'Chinese', 'French', 'Italian', 'Russian', 'Spanish', 'Other teaching language']",,,Winter semester,,,none,False,,,"<p>The application round starts in early April. As the application deadlines can change on short notice, we ask that you check <a href=""http://www.uni-passau.de/en/apply/?pk_campaign=DAADIPG"">our application pages</a> closer to the time for the specific dates (and what documents you need to submit).</p>",False,,,,['Welcome event | Buddy programme | Accompanying programme | Cultural and linguistic preparation | Tutors | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/3643/
1,Bachelor of Arts in International Relations: Politics and History,Social Science,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website:<br />
<a href=""https://constructor.university/programs/undergraduate-education/international-relations-politics-history"">https://constructor.university/programs/undergraduate-education/international-relations-politics-history</a>&nbsp;</p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/4048/
1,Bachelor of Arts in North American Studies,"English Studies, American Studies",Freie Universität Berlin,Berlin,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>15 July</p>,False,,,,['Welcome event | Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4612/
1,Bachelor of Engineering in Chemical Engineering,Chemistry,Technical University Munich,Singapore,[],[],[],[],['English'],,,Winter semester,,,,False,,,<p>Mid-March</p>,False,,,,['Welcome event | Tutors | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/7673/
1,Bachelor of Engineering in Electrical Engineering,Electrical Engineering,FH Aachen University of Applied Sciences,Jülich,[],[],[],[],['German'],,,Winter semester,,,none,False,,,"<p>15 July for international applicants (only through uni-assist)<br />
See <a href=""https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education"">https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education</a> for more information.</p>

<p>31 August for applicants with German Abitur or Fachhochschulreife</p>",False,,,,['Welcome event | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/3998/
1,Bachelor of Engineering in Electronics & Data Engineering,Electrical Engineering,Technical University Munich,Singapore,[],[],[],[],['English'],,,Winter semester,,,,False,,,<p>Mid-March</p>,False,,,,['Welcome event | Tutors | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/7674/
1,Bachelor of Engineering in Engineering Physics,"Physics, Astronomy",Carl von Ossietzky University of Oldenburg,Oldenburg,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>The application deadline is 15 October. However, it is recommend that applicants send in their applications by 1 July.</p>",False,,,,['Buddy programme | Tutors | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/3772/
1,Bachelor of Engineering in Mechanical Engineering,Mechanical Engineering / Process Engineering,FH Aachen University of Applied Sciences,Jülich,[],[],[],[],['German'],,,Winter semester,,,none,False,,,"<p>15 July for international applicants (only through uni-assist)<br />
See <a href=""https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education"">https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education</a> for more information.</p>

<p>31 August for applicants with German Abitur or Fachhochschulreife</p>",False,,,,['Welcome event | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/4009/
1,Bachelor of Engineering in Medical Engineering,Engineering in general,FH Aachen University of Applied Sciences,Aachen,[],[],[],[],['German'],,,Winter semester,,,none,False,,,"<p>15 July for international applicants (only through uni-assist)<br />
See <a href=""https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education"">https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education</a> for more information.</p>

<p>31 August for applicants with a German &quot;Abitur&quot; or &quot;Fachhochschulreife&quot;</p>",False,,,,['Welcome event | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/4008/
1,Bachelor of Engineering in Physical Engineering,Engineering in general,FH Aachen University of Applied Sciences,Jülich,[],[],[],[],['German'],,,Winter semester,,,none,False,,,"<p>15 July for international applicants (only through uni-assist)<br />
See <a href=""https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education"">https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education</a> for more information.</p>

<p>31 August for applicants with German Abitur or Fachhochschulreife</p>",False,,,,['Welcome event | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/4011/
1,Bachelor of Science in Applied Chemistry,Chemistry,FH Aachen University of Applied Sciences,Jülich,[],[],[],[],['German'],,,Winter semester,,,none,False,,,"<p>15 July for international applicants (only through uni-assist)<br />
See <a href=""https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education"">https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education</a> for more information.</p>

<p>31 August for applicants with a German &quot;Abitur&quot; or &quot;Fachhochschulreife&quot;</p>",False,,,,['Welcome event | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/3997/
1,Bachelor of Science in Biochemistry and Cell Biology (BCCB),Biology,Constructor University,Bremen,[],[],[],[],['English'],,,Winter semester,,,"10,000",False,,,"<p>To be considered for admission to an undergraduate programme, you need to apply by the following deadlines:</p>

<ul>
	<li>Early decision: application due by 1 November</li>
	<li>Early action I: application due by 1 December</li>
	<li>Early action II: application due by 1 February</li>
</ul>

<p>Rolling admission:</p>

<ul>
	<li>Application due by 1 June for international students (who require a visa to enter and study in Germany)</li>
	<li>Application due by 20 July for EU/EEA citizens and citizens who do not require a visa</li>
</ul>

<p>For more information, please check our website: <a href=""https://constructor.university/admission-aid/application-information-undergraduate"">https://constructor.university/admission-aid/application-information-undergraduate</a></p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation | Help with finding accommodation'],[],/deutschland/studienangebote/international-programmes/en/detail/3659/
1,Bachelor of Science in Biomedical Engineering,Engineering in general,Technische Universität Ilmenau,Ilmenau,[],[],[],[],"['German', 'English']",,,Winter semester,,,none,False,,,"<p>Winter semester</p>

<p>Application period for students with international certificates: 16 January to 15 May<br />
Application period for students with German certificates: 16 April to 15 September</p>",True,Partly online,,,['Welcome event | Buddy programme'],"['7', '9', '10']",/deutschland/studienangebote/international-programmes/en/detail/4812/
1,Bachelor of Science in Biotechnology,"Mathematics, Natural Sciences in general",FH Aachen University of Applied Sciences,Jülich,[],[],[],[],['German'],,,Winter semester,,,none,False,,,"<ul>
	<li>15 July for international applicants (only through uni-assist)<br />
	See <a href=""https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education"">https://www.fh-aachen.de/en/studies/applying/international-applicants/applicants-with-foreign-proofs-of-education</a></li>
	<li>31 August for applicants with a German &quot;Abitur&quot; or &quot;Fachhochschulreife&quot;</li>
</ul>",False,,,,['Welcome event | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/8978/
