courseName,location,fees,url,entry_year,study_mode,duration,course_code,start_date
Product Design Innovation MA,Coventry University (Coventry),"£18,600 | £22,600 (with prof. experience)",https://www.coventry.ac.uk/course-structure/pg/fah/product-design-innovation-ma/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time<br>16-24 months (with professional experience)                    </p>",AHT042,September 2023
Production Engineering and Operations Management MSc,Coventry University (Coventry),"£20,050 | £4,000 (Work placement option additional fee)",https://www.coventry.ac.uk/course-structure/pg/eec/production-engineering-and-operations-management-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years sandwich                    </p>",EECT055,September 2023
Professional Accounting BA (Hons),"CU London (Dagenham, London)","£16,800 per year",https://www.coventry.ac.uk/cul/course-structure/hnc-hnd-degree/accounting/?term=2023-24,,Full-time,"<p class=""mbn"">
4 years sandwich<br>3 year - Degree<br>2 year - HND<br>1 year - HNC                    </p>",NN1K / 004N / N400,September 2023
Professional Accounting BA (Hons),CU Coventry (Coventry),"£16,800 per year",https://www.coventry.ac.uk/cuc/course-structure/hnc-hnd-degree/accounting/?term=2023-24,,Full-time,"<p class=""mbn"">
4 years sandwich<br>3 year - Degree<br>2 year - HND<br>1 year - HNC<br>Flexible part-time                    </p>",NN1K / 004N / N400,September 2023
Primary Education and Teaching Studies BA (Hons),CU Scarborough (Scarborough),"£18,300 per year",https://www.coventry.ac.uk/cus/course-structure/hnc-hnd-degree/primary-education/?term=2023-24,,Full-time,"<p class=""mbn"">
4 years sandwich<br>3 year - Degree<br>2 year - HND<br>1 year - HNC                    </p>",X320,September 2023
Professional Policing BA (Hons),CU Scarborough (Scarborough),"£16,800 per year",https://www.coventry.ac.uk/cus/course-structure/hnc-hnd-degree/professional-policing/?term=2023-24,,Full-time,"<p class=""mbn"">
3 year - Degree<br>2 year - HND<br>1 year - HNC                    </p>",PP10 / PP12 / PP11,September 2023
Professional Accounting MSc,Coventry University London (City of London),"£20,050 | £21,250 (extended prof. practice)",https://www.coventry.ac.uk/london/course-structure/pg/professional-accounting-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time<br>18 months Extended Professional Practice<br>2 years part-time (with professional experience)                    </p>",LONT062,September 2023
Professional Legal Practice LLM,Coventry University (Coventry),"£20,050 per year",https://www.coventry.ac.uk/course-structure/pg/fbl/professional-legal-practice-llm/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time                    </p>",FBLT183,September 2023
Professional Policing HNC/HND/BA (Hons),CU Coventry (Coventry),"£16,800 per year",https://www.coventry.ac.uk/cuc/course-structure/hnc-hnd-degree/policing/?term=2023-24,,Full-time,"<p class=""mbn"">
3 year - Degree<br>2 year - HND<br>1 year - HNC                    </p>",PP10 / PP12 / PP11,September 2023
Project Management MSc,Coventry University (Coventry),"£20,050 | £24,050 (with prof. experience)",https://www.coventry.ac.uk/course-structure/pg/fbl/project-management-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time                    </p>",FBLT155,September 2023
Public Health and Community Studies BA (Hons),"CU London (Dagenham, London)","£18,300 per year",https://www.coventry.ac.uk/cul/course-structure/hnc-hnd-degree/public-health/?term=2023-24,,Full-time,"<p class=""mbn"">
4 years sandwich<br>3 year - Degree<br>2 year - HND<br>1 year - HNC                    </p>",LL45 / 5KLL / 54LL,September 2023
Public Health and Community Studies BA (Hons),CU Scarborough (Scarborough),"£18,300 per year",https://www.coventry.ac.uk/cus/course-structure/hnc-hnd-degree/public-health/?term=2023-24,,Full-time,"<p class=""mbn"">
3 year - Degree<br>2 year - HND<br>1 year - HNC                    </p>",LL45 / 5KLL / 54LL,September 2023
Psychology BSc (Hons),Coventry University (Coventry),"£18,300 per year",https://www.coventry.ac.uk/course-structure/ug/hls/psychology-bsc-hons/?term=2023-24,,Full-time,"<p class=""mbn"">
3 years full-time<br>4 years sandwich                    </p>",,September 2023
Psychology MSc,Coventry University (Coventry),"£18,600",https://www.coventry.ac.uk/course-structure/pg/hls/psychology-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time (on-campus)<br>2 years part-time (online)                    </p>",On-campus - HLST308 Online - HLST309,September 2023
Public Health Nutrition MSc,Coventry University (Coventry),"£18,600",https://www.coventry.ac.uk/course-structure/pg/hls/public-health-nutrition-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time                    </p>",HLST225,September 2023
Renewable Energy Engineering MSc,Coventry University (Coventry),"£20,050 | £4,000 (Work placement option additional fee)",https://www.coventry.ac.uk/course-structure/pg/eec/renewable-energy-engineering-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time<br>2 years sandwich                    </p>",EECT068,September 2023
Public Health and Community Studies BA (Hons),CU Coventry (Coventry),"£18,300 per year",https://www.coventry.ac.uk/cuc/course-structure/hnc-hnd-degree/public-health/?term=2023-24,,Full-time,"<p class=""mbn"">
3 year - Degree<br>2 year - HND<br>1 year - HNC<br>Flexible part-time                    </p>",LL45 / 5KLL / 54LL,September 2023
Renewable Energy Management MSc,Coventry University (Coventry),"£18,600 | £4,000 (Work placement option additional fee)",https://www.coventry.ac.uk/course-structure/pg/eec/renewable-energy-management-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years sandwich                    </p>",EECT127,September 2023
Sociology and Social Research MA,Coventry University (Coventry),"£16,700 | £4,000 (Work placement option additional fee)",https://www.coventry.ac.uk/course-structure/pg/fah/sociology-social-research-ma/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time<br>2 years part-time (with professional experience)                    </p>",AHT079,September 2023
Software Engineering BSc (Hons),Coventry University (Coventry),"£19,850 per year",https://www.coventry.ac.uk/course-structure/ug/eec/software-engineering-bsc/?term=2023-24,,Full-time,"<p class=""mbn"">
3 years full-time<br>4 years sandwich                    </p>",,September 2023
Sport and Exercise Psychology BSc (Hons),Coventry University (Coventry),"£18,300 per year",https://www.coventry.ac.uk/course-structure/ug/hls/sport-and-exercise-psychology-bsc-hons/?term=2023-24,,Full-time,"<p class=""mbn"">
3 years full-time<br>4 years sandwich                    </p>",,September 2023
Sport Performance and Coaching BSc (Hons),CU Scarborough (Scarborough),"£16,800 per year",https://www.coventry.ac.uk/cus/course-structure/hnc-hnd-degree/sport-performance--coaching-bsc-hons/?term=2023-24,,Full-time,"<p class=""mbn"">
3 year - Degree<br>2 year - HND<br>1 year - HNC                    </p>",N089 / N090 / N099,September 2023
Sport Management MSc,Coventry University (Coventry),"£20,050 | £24,050 (with prof. experience) per year",https://www.coventry.ac.uk/course-structure/pg/fbl/sport-management-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time<br>Up to 2 years, with professional experience                    </p>",FBLT024,September 2023
Sport Management BA (Hons),Coventry University (Coventry),"£16,800 per year",https://www.coventry.ac.uk/course-structure/ug/fbl/sport-management-ba-hons/?term=2023-24,,Full-time,"<p class=""mbn"">
3 years full-time<br>4 years sandwich                    </p>",,September 2023
Structural Engineering MSc,Coventry University (Coventry),"£18,600 | £4,000 (Work placement option additional fee) per year",https://www.coventry.ac.uk/course-structure/pg/eec/structural-engineering-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time<br>2 years sandwich                    </p>",EECT012,September 2023
Tourism and Hospitality Management BA (Hons),CU Coventry (Coventry),"£16,800 per year",https://www.coventry.ac.uk/cuc/course-structure/hnc-hnd-degree/tourism/?term=2023-24,,Full-time,"<p class=""mbn"">
3 year - Degree<br>2 year - HND<br>1 year - HNC                    </p>",N890 / 09VN / 098N,September 2023
Supply Chain Management and Logistics MSc,Coventry University (Coventry),"£20,050 | £4,000 (Work placement option additional fee) per year",https://www.coventry.ac.uk/course-structure/pg/eec/supply-chain-management-and-logistics-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years sandwich                    </p>",EECT046,September 2023
Sustainability and Environmental Management MSc,Coventry University (Coventry),"£18,600 | £4,000 (Work placement option additional fee) per year",https://www.coventry.ac.uk/course-structure/pg/eec/environmental-management-msc/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2-3 years part-time (UK only)                    </p>",EECT009,September 2023
Virtual and Augmented Reality MA,Coventry University (Coventry),"£18,600 | £4,000 (Work placement option additional fee)",https://www.coventry.ac.uk/course-structure/pg/fah/immersive-and-virtual-media-ma/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time<br>16-24 months (with professional experience)                    </p>",AHT086,September 2023
"Terrorism, International Crime and Global Security MA",Coventry University (Coventry),"£18,600 | £22,600 (with prof. experience)",https://www.coventry.ac.uk/course-structure/pg/fah/terrorism-international-crime-and-global-security-ma/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time<br>16-24 months (with professional experience)                    </p>",AHT022,September 2023
Understanding Legal Practice PGDip,Coventry University (Coventry),"£13,366 per year",https://www.coventry.ac.uk/course-structure/pg/fbl/understanding-legal-practice-pgdip/?term=2023-24,2023-24,Full-time,"<p class=""mbn"">
1 year full-time<br>2 years part-time                    </p>",FBLT184,September 2023
